lut,dsp,error,latency,expression
591,5,7280871.5,20972590,"// Vector Multiplication and Matrix Addition

#define N 1024
#define _PB_N N

#pragma np_opt input \
    float A[_PB_N][_PB_N] = [0.0, 1.0][0, 0], \
    float u1[_PB_N] = [0.0, 1.0][0, 0], \
    float v1[_PB_N] = [0.0, 1.0][0, 0], \
    float u2[_PB_N] = [0.0, 1.0][0, 0], \
    float v2[_PB_N] = [0.0, 1.0][0, 0], \
    float w[_PB_N] = 0, \
    float x[_PB_N] = 0, \
    float y[_PB_N] = [0.0, 1.0][0, 0], \
    float z[_PB_N] = [0.0, 1.0][0, 0]
#pragma np_opt output w

int i; int j;
float alpha = 43532;
float beta = 12313;

for (i = 0; i < _PB_N; i++)
    for (j = 0; j < _PB_N; j++)
        x[i] = x[i] + beta * A[j][i] * y[j];

for (i = 0; i < _PB_N; i++)
    x[i] = x[i] + z[i];

for (i = 0; i < _PB_N; i++)
    for (j = 0; j < _PB_N; j++)
        w[i] = w[i] +  alpha * A[i][j] * x[j];

// vim: ft=c
"
1005,5,2822646.25,5243992,"void kernel_gemver(float A[1024][1024], float u1[1024], float v1[1024], float u2[1024], float v2[1024], float w[1024], float x[1024], float y[1024], float z[1024]) {
    #pragma np_opt input float A[1024][1024] = [0.0, 1.0], float u1[1024] = [0.0, 1.0], float v1[1024] = [0.0, 1.0], float u2[1024] = [0.0, 1.0], float v2[1024] = [0.0, 1.0], float w[1024] = 0, float x[1024] = 0, float y[1024] = [0.0, 1.0], float z[1024] = [0.0, 1.0] 
    #pragma np_opt output w 
    float _t50_l57; 
    int i; 
    float _t51_l57; 
    float beta_l60; 
    float _t81_l104; 
    int _t19_l104; 
    float _t37_l57; 
    int _t63_l73; 
    float _t33_l57; 
    int _t4_l57; 
    float _t75_l104; 
    float _t40_l57; 
    float _t34_l57; 
    float _t48_l57; 
    int j_l104; 
    float _t80_l104; 
    float _t10_l60; 
    float _t49_l57; 
    float _t52_l57; 
    int i_l73; 
    float alpha_l106; 
    int j_l57; 
    float _t30_l57; 
    float _t94_l104; 
    int _t19_l57; 
    int _t13_l73; 
    int i_l60; 
    float _t99_l104; 
    int _t42_l104; 
    float _t101_l104; 
    int _t13_l60; 
    int _t4_l106; 
    int _t42_l57; 
    int _t12_l60; 
    int _t11_l106; 
    float _t68_l73; 
    int _t11_l57; 
    int _t11_l73; 
    int _t27_l104; 
    float _t23_l57; 
    float _t45_l57; 
    int _t11_l60; 
    float _t69_l73; 
    float _t100_l104; 
    int _t12_l106; 
    float _t85_l104; 
    float beta; 
    int _t17_l57; 
    int _t20_l57; 
    int _t19_l73; 
    float _t86_l104; 
    float _t25_l57; 
    int _t28_l57; 
    int _t12_l73; 
    float _t96_l104; 
    int _t28_l104; 
    int _t20_l104; 
    float _t78_l104; 
    int _t4_l60; 
    float _t65_l73; 
    int i_l104; 
    float _t35_l57; 
    int _t4_l104; 
    float _t93_l104; 
    int i_l106; 
    float _t82_l104; 
    float alpha_l104; 
    int _t12_l57; 
    int _t13_l106; 
    int _t27_l57; 
    float _t22_l57; 
    int _t17_l104; 
    int _t12_l104; 
    int _t16_l104; 
    int i_l57; 
    float _t91_l104; 
    float _t92_l104; 
    float _t10_l57; 
    float beta_l57; 
    int _t4_l73; 
    float _t70_l73; 
    float _t26_l57; 
    int _t15_l104; 
    float _t44_l57; 
    float _t87_l104; 
    float _t51_l73; 
    int _t3_l106; 
    float _t38_l57; 
    float _t47_l57; 
    float _t75_l106; 
    int _t16_l57; 
    float _t77_l104; 
    int _t11_l104; 
    float _t41_l57; 
    float _t64_l73; 
    float _t97_l104; 
    float _t88_l104; 
    float _t98_l104; 
    float _t31_l57; 
    float _t89_l104; 
    float _t83_l104; 
    int _t15_l57; 
    _t3_l106 = 43532; 
    alpha_l106 = _t3_l106; 
    _t4_l106 = 0; 
    i_l106 = _t4_l106; 
    _t4_l73 = 0; 
    i_l73 = _t4_l73; 
    _t4_l60 = 0; 
    i_l60 = _t4_l60; 
    while (i_l60 < 1024) {
        _t10_l60 = beta_l60; 
        _t11_l60 = i_l60; 
        beta_l60 = _t10_l60; 
        _t12_l60 = 1; 
        _t13_l60 = _t11_l60 + _t12_l60; 
        i_l60 = _t13_l60; 
        _t10_l57 = beta; 
        beta_l57 = _t10_l57; 
        _t4_l57 = 0; 
        j_l57 = _t4_l57; 
        _t11_l57 = i; 
        i_l57 = _t11_l57; 
        while (j_l57 < 1024) {
            _t16_l57 = 4; 
            _t19_l57 = 2; 
            _t15_l57 = j_l57; 
            _t20_l57 = _t19_l57 + _t15_l57; 
            _t11_l57 = i_l57; 
            _t22_l57 = A[_t20_l57][_t11_l57]; 
            _t10_l57 = beta_l57; 
            _t23_l57 = _t10_l57 * _t22_l57; 
            _t25_l57 = y[_t20_l57]; 
            _t26_l57 = _t23_l57 * _t25_l57; 
            _t12_l57 = 1; 
            _t42_l57 = _t15_l57 + _t12_l57; 
            _t44_l57 = A[_t42_l57][_t11_l57]; 
            _t45_l57 = _t10_l57 * _t44_l57; 
            _t47_l57 = y[_t42_l57]; 
            _t48_l57 = _t45_l57 * _t47_l57; 
            _t37_l57 = A[_t15_l57][_t11_l57]; 
            _t38_l57 = _t10_l57 * _t37_l57; 
            _t40_l57 = y[_t15_l57]; 
            _t41_l57 = _t38_l57 * _t40_l57; 
            _t49_l57 = _t41_l57 + _t48_l57; 
            _t27_l57 = 3; 
            _t28_l57 = _t27_l57 + _t15_l57; 
            _t30_l57 = A[_t28_l57][_t11_l57]; 
            _t31_l57 = _t10_l57 * _t30_l57; 
            _t33_l57 = y[_t28_l57]; 
            _t34_l57 = _t31_l57 * _t33_l57; 
            _t51_l57 = x[_t11_l57]; 
            _t35_l57 = _t26_l57 + _t34_l57; 
            _t50_l57 = _t35_l57 + _t49_l57; 
            _t52_l57 = _t50_l57 + _t51_l57; 
            x[_t11_l57] = _t52_l57; 
            beta_l57 = _t10_l57; 
            i_l57 = _t11_l57; 
            _t17_l57 = _t15_l57 + _t16_l57; 
            j_l57 = _t17_l57;
        }
    } 
    while (i_l73 < 1024) {
        _t12_l73 = 1; 
        _t11_l73 = i_l73; 
        _t13_l73 = _t11_l73 + _t12_l73; 
        _t68_l73 = x[_t13_l73]; 
        _t19_l73 = 2; 
        _t69_l73 = z[_t13_l73]; 
        _t63_l73 = _t11_l73 + _t19_l73; 
        _t51_l73 = x[_t11_l73]; 
        _t64_l73 = z[_t11_l73]; 
        _t65_l73 = _t51_l73 + _t64_l73; 
        x[_t11_l73] = _t65_l73; 
        _t70_l73 = _t68_l73 + _t69_l73; 
        x[_t13_l73] = _t70_l73; 
        i_l73 = _t63_l73;
    } 
    while (i_l106 < 1024) {
        _t11_l106 = i_l106; 
        _t75_l106 = alpha_l106; 
        alpha_l104 = _t75_l106; 
        _t4_l104 = 0; 
        j_l104 = _t4_l104; 
        _t11_l104 = _t11_l106; 
        i_l104 = _t11_l104; 
        while (j_l104 < 1024) {
            _t11_l104 = i_l104; 
            _t100_l104 = w[_t11_l104]; 
            _t75_l104 = alpha_l104; 
            _t27_l104 = 3; 
            _t15_l104 = j_l104; 
            _t28_l104 = _t27_l104 + _t15_l104; 
            _t82_l104 = x[_t28_l104]; 
            _t83_l104 = _t75_l104 * _t82_l104; 
            _t85_l104 = A[_t11_l104][_t28_l104]; 
            _t86_l104 = _t83_l104 * _t85_l104; 
            _t19_l104 = 2; 
            _t20_l104 = _t19_l104 + _t15_l104; 
            _t77_l104 = x[_t20_l104]; 
            _t78_l104 = _t75_l104 * _t77_l104; 
            _t80_l104 = A[_t11_l104][_t20_l104]; 
            _t81_l104 = _t78_l104 * _t80_l104; 
            _t87_l104 = _t81_l104 + _t86_l104; 
            _t91_l104 = A[_t11_l104][_t15_l104]; 
            _t88_l104 = x[_t15_l104]; 
            _t89_l104 = _t75_l104 * _t88_l104; 
            _t92_l104 = _t89_l104 * _t91_l104; 
            _t12_l104 = 1; 
            _t42_l104 = _t15_l104 + _t12_l104; 
            _t93_l104 = x[_t42_l104]; 
            _t94_l104 = _t75_l104 * _t93_l104; 
            _t96_l104 = A[_t11_l104][_t42_l104]; 
            _t97_l104 = _t94_l104 * _t96_l104; 
            _t98_l104 = _t92_l104 + _t97_l104; 
            _t99_l104 = _t87_l104 + _t98_l104; 
            _t101_l104 = _t99_l104 + _t100_l104; 
            _t16_l104 = 4; 
            alpha_l104 = _t75_l104; 
            w[_t11_l104] = _t101_l104; 
            i_l104 = _t11_l104; 
            _t17_l104 = _t15_l104 + _t16_l104; 
            j_l104 = _t17_l104;
        } 
        alpha_l106 = _t75_l106; 
        _t12_l106 = 1; 
        _t13_l106 = _t11_l106 + _t12_l106; 
        i_l106 = _t13_l106;
    }
}
"
715,5,5538874.0,10486852,"void kernel_gemver(float A[1024][1024], float u1[1024], float v1[1024], float u2[1024], float v2[1024], float w[1024], float x[1024], float y[1024], float z[1024]) {
    #pragma np_opt input float A[1024][1024] = [0.0, 1.0], float u1[1024] = [0.0, 1.0], float v1[1024] = [0.0, 1.0], float u2[1024] = [0.0, 1.0], float v2[1024] = [0.0, 1.0], float w[1024] = 0, float x[1024] = 0, float y[1024] = [0.0, 1.0], float z[1024] = [0.0, 1.0] 
    #pragma np_opt output w 
    int i; 
    float _t128_l146; 
    float _t171_l175; 
    int i_l149; 
    int _t120_l177; 
    int _t111_l149; 
    int _t123_l146; 
    int _t111_l156; 
    int _t119_l175; 
    int _t118_l156; 
    int i_l177; 
    int _t111_l146; 
    int j_l175; 
    int _t119_l156; 
    int _t118_l149; 
    float _t172_l175; 
    int j_l146; 
    int _t132_l146; 
    float _t168_l175; 
    float _t158_l175; 
    float _t127_l146; 
    float _t130_l146; 
    float _t134_l146; 
    float _t141_l146; 
    int _t120_l149; 
    float _t164_l175; 
    float _t169_l175; 
    float _t117_l149; 
    int _t119_l146; 
    float _t170_l175; 
    int _t124_l146; 
    float _t153_l156; 
    float _t131_l146; 
    float _t138_l146; 
    float _t140_l146; 
    int _t110_l177; 
    int _t118_l177; 
    float _t165_l175; 
    int _t122_l146; 
    float _t137_l146; 
    float _t166_l175; 
    int _t120_l156; 
    float alpha_l177; 
    float _t163_l175; 
    float _t161_l175; 
    int _t119_l149; 
    int _t123_l175; 
    float _t160_l175; 
    float beta; 
    int i_l156; 
    float beta_l146; 
    float alpha_l175; 
    float _t117_l146; 
    int _t132_l175; 
    float _t158_l177; 
    int _t118_l146; 
    int i_l146; 
    float _t135_l146; 
    int _t118_l175; 
    float _t140_l156; 
    float _t139_l146; 
    float _t152_l156; 
    float beta_l149; 
    int _t111_l177; 
    int _t119_l177; 
    int i_l175; 
    int _t111_l175; 
    int _t124_l175; 
    int _t122_l175; 
    _t110_l177 = 43532; 
    alpha_l177 = _t110_l177; 
    _t111_l177 = 0; 
    i_l177 = _t111_l177; 
    _t111_l156 = 0; 
    i_l156 = _t111_l156; 
    _t111_l149 = 0; 
    i_l149 = _t111_l149; 
    while (i_l149 < 1024) {
        _t118_l149 = i_l149; 
        _t119_l149 = 1; 
        _t117_l149 = beta_l149; 
        beta_l149 = _t117_l149; 
        _t120_l149 = _t118_l149 + _t119_l149; 
        i_l149 = _t120_l149; 
        _t117_l146 = beta; 
        beta_l146 = _t117_l146; 
        _t111_l146 = 0; 
        j_l146 = _t111_l146; 
        _t118_l146 = i; 
        i_l146 = _t118_l146; 
        while (j_l146 < 1024) {
            _t119_l146 = 1; 
            _t122_l146 = j_l146; 
            _t132_l146 = _t122_l146 + _t119_l146; 
            _t118_l146 = i_l146; 
            _t140_l146 = x[_t118_l146]; 
            _t117_l146 = beta_l146; 
            _t127_l146 = A[_t122_l146][_t118_l146]; 
            _t128_l146 = _t117_l146 * _t127_l146; 
            _t130_l146 = y[_t122_l146]; 
            _t131_l146 = _t128_l146 * _t130_l146; 
            _t134_l146 = A[_t132_l146][_t118_l146]; 
            _t135_l146 = _t117_l146 * _t134_l146; 
            _t137_l146 = y[_t132_l146]; 
            _t138_l146 = _t135_l146 * _t137_l146; 
            _t139_l146 = _t131_l146 + _t138_l146; 
            _t141_l146 = _t139_l146 + _t140_l146; 
            x[_t118_l146] = _t141_l146; 
            beta_l146 = _t117_l146; 
            i_l146 = _t118_l146; 
            _t123_l146 = 2; 
            _t124_l146 = _t122_l146 + _t123_l146; 
            j_l146 = _t124_l146;
        }
    } 
    while (i_l156 < 1024) {
        _t118_l156 = i_l156; 
        _t140_l156 = x[_t118_l156]; 
        _t152_l156 = z[_t118_l156]; 
        _t153_l156 = _t140_l156 + _t152_l156; 
        x[_t118_l156] = _t153_l156; 
        _t119_l156 = 1; 
        _t120_l156 = _t118_l156 + _t119_l156; 
        i_l156 = _t120_l156;
    } 
    while (i_l177 < 1024) {
        _t158_l177 = alpha_l177; 
        _t118_l177 = i_l177; 
        alpha_l175 = _t158_l177; 
        _t111_l175 = 0; 
        j_l175 = _t111_l175; 
        _t118_l175 = _t118_l177; 
        i_l175 = _t118_l175; 
        while (j_l175 < 1024) {
            _t119_l175 = 1; 
            _t122_l175 = j_l175; 
            _t132_l175 = _t122_l175 + _t119_l175; 
            _t165_l175 = x[_t132_l175]; 
            _t123_l175 = 2; 
            _t124_l175 = _t122_l175 + _t123_l175; 
            j_l175 = _t124_l175; 
            _t118_l175 = i_l175; 
            _t171_l175 = w[_t118_l175]; 
            _t163_l175 = A[_t118_l175][_t122_l175]; 
            _t158_l175 = alpha_l175; 
            _t160_l175 = x[_t122_l175]; 
            _t161_l175 = _t158_l175 * _t160_l175; 
            _t164_l175 = _t161_l175 * _t163_l175; 
            _t166_l175 = _t158_l175 * _t165_l175; 
            _t168_l175 = A[_t118_l175][_t132_l175]; 
            _t169_l175 = _t166_l175 * _t168_l175; 
            _t170_l175 = _t164_l175 + _t169_l175; 
            _t172_l175 = _t170_l175 + _t171_l175; 
            w[_t118_l175] = _t172_l175; 
            alpha_l175 = _t158_l175; 
            i_l175 = _t118_l175;
        } 
        _t119_l177 = 1; 
        alpha_l177 = _t158_l177; 
        _t120_l177 = _t118_l177 + _t119_l177; 
        i_l177 = _t120_l177;
    }
}
"
653,5,6332724.0,15729721,"void kernel_gemver(float A[1024][1024], float u1[1024], float v1[1024], float u2[1024], float v2[1024], float w[1024], float x[1024], float y[1024], float z[1024]) {
    #pragma np_opt input float A[1024][1024] = [0.0, 1.0], float u1[1024] = [0.0, 1.0], float v1[1024] = [0.0, 1.0], float u2[1024] = [0.0, 1.0], float v2[1024] = [0.0, 1.0], float w[1024] = 0, float x[1024] = 0, float y[1024] = [0.0, 1.0], float z[1024] = [0.0, 1.0] 
    #pragma np_opt output w 
    float _t215_l218; 
    int i; 
    float _t196_l218; 
    int _t190_l218; 
    float _t230_l240; 
    int _t190_l240; 
    int _t193_l240; 
    float alpha_l242; 
    float _t235_l240; 
    float _t220_l240; 
    float _t227_l240; 
    int j_l208; 
    int i_l218; 
    float _t203_l208; 
    int _t189_l211; 
    int _t189_l240; 
    int _t189_l242; 
    int i_l240; 
    int _t191_l211; 
    float _t214_l218; 
    int _t189_l218; 
    int _t193_l208; 
    int j_l240; 
    int _t194_l240; 
    int i_l242; 
    float _t220_l242; 
    float beta_l211; 
    int i_l208; 
    float _t225_l240; 
    float _t202_l208; 
    float _t196_l208; 
    int _t191_l242; 
    int i_l211; 
    float _t198_l208; 
    float beta_l208; 
    float _t234_l240; 
    float alpha_l240; 
    float _t199_l208; 
    float _t188_l208; 
    int _t182_l240; 
    float _t228_l240; 
    int _t181_l242; 
    int _t190_l242; 
    int _t223_l240; 
    int _t190_l208; 
    int _t189_l208; 
    float _t237_l240; 
    int _t222_l240; 
    int _t182_l218; 
    float _t231_l240; 
    float _t201_l208; 
    float _t236_l240; 
    int _t182_l242; 
    int _t190_l211; 
    int _t182_l208; 
    int _t194_l208; 
    float _t224_l240; 
    float beta; 
    float _t188_l211; 
    int _t182_l211; 
    int _t191_l218; 
    float _t233_l240; 
    _t181_l242 = 43532; 
    alpha_l242 = _t181_l242; 
    _t182_l242 = 0; 
    i_l242 = _t182_l242; 
    _t182_l218 = 0; 
    i_l218 = _t182_l218; 
    _t182_l211 = 0; 
    i_l211 = _t182_l211; 
    while (i_l211 < 1024) {
        _t190_l211 = 1; 
        _t188_l208 = beta; 
        beta_l208 = _t188_l208; 
        _t182_l208 = 0; 
        j_l208 = _t182_l208; 
        _t189_l208 = i; 
        i_l208 = _t189_l208; 
        while (j_l208 < 1024) {
            _t189_l208 = i_l208; 
            _t196_l208 = x[_t189_l208]; 
            _t190_l208 = 1; 
            _t188_l208 = beta_l208; 
            _t193_l208 = j_l208; 
            _t198_l208 = A[_t193_l208][_t189_l208]; 
            _t199_l208 = _t188_l208 * _t198_l208; 
            _t201_l208 = y[_t193_l208]; 
            _t202_l208 = _t199_l208 * _t201_l208; 
            _t203_l208 = _t196_l208 + _t202_l208; 
            x[_t189_l208] = _t203_l208; 
            beta_l208 = _t188_l208; 
            i_l208 = _t189_l208; 
            _t194_l208 = _t193_l208 + _t190_l208; 
            j_l208 = _t194_l208;
        } 
        _t188_l211 = beta_l211; 
        _t189_l211 = i_l211; 
        beta_l211 = _t188_l211; 
        _t191_l211 = _t189_l211 + _t190_l211; 
        i_l211 = _t191_l211;
    } 
    while (i_l218 < 1024) {
        _t189_l218 = i_l218; 
        _t196_l218 = x[_t189_l218]; 
        _t190_l218 = 1; 
        _t191_l218 = _t189_l218 + _t190_l218; 
        _t214_l218 = z[_t189_l218]; 
        _t215_l218 = _t196_l218 + _t214_l218; 
        i_l218 = _t191_l218; 
        x[_t189_l218] = _t215_l218;
    } 
    while (i_l242 < 1024) {
        _t190_l242 = 1; 
        _t220_l242 = alpha_l242; 
        _t189_l242 = i_l242; 
        alpha_l240 = _t220_l242; 
        _t189_l240 = _t189_l242; 
        i_l240 = _t189_l240; 
        _t182_l240 = 0; 
        j_l240 = _t182_l240; 
        while (j_l240 < 1024) {
            _t190_l240 = 1; 
            _t193_l240 = j_l240; 
            _t194_l240 = _t193_l240 + _t190_l240; 
            _t222_l240 = 2; 
            _t223_l240 = _t193_l240 + _t222_l240; 
            _t189_l240 = i_l240; 
            _t236_l240 = w[_t189_l240]; 
            _t227_l240 = A[_t189_l240][_t193_l240]; 
            _t220_l240 = alpha_l240; 
            _t224_l240 = x[_t193_l240]; 
            _t225_l240 = _t220_l240 * _t224_l240; 
            _t228_l240 = _t225_l240 * _t227_l240; 
            _t230_l240 = x[_t194_l240]; 
            _t231_l240 = _t220_l240 * _t230_l240; 
            _t233_l240 = A[_t189_l240][_t194_l240]; 
            _t234_l240 = _t231_l240 * _t233_l240; 
            _t235_l240 = _t228_l240 + _t234_l240; 
            _t237_l240 = _t235_l240 + _t236_l240; 
            w[_t189_l240] = _t237_l240; 
            i_l240 = _t189_l240; 
            j_l240 = _t223_l240; 
            alpha_l240 = _t220_l240;
        } 
        _t191_l242 = _t189_l242 + _t190_l242; 
        alpha_l242 = _t220_l242; 
        i_l242 = _t191_l242;
    }
}
"
